"","Transect","Elev","Plot","DOY","Field_week","Soilmo_av","Species","Veg","Buds","Flowers","Fruit","Disp","Plants_obs","Leaves_obs","X0","X1","X5","X10","X25","X50","X75","X100","Year","percleavesdamaged","apparentleafdamage","PlantID","Plot.ID","Topography","gdd_2016","gdd_2017","gdd_2018","Cover","sdddoy_2016","sdddoy_2017","sdddoy_2018","gdd","SDDDOY"
"5791","GB",1940,"4",177,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,"2018",0,0,"W59","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
"5792","GB",1940,"4",177,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"B55","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
"5934","GB",2020,"3",178,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y92","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,290,164
"5935","GB",1809,"5",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,5,0,1,0,0,0,0,0,"2018",0.166666666666667,0.005,"R49","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"5936","GB",1809,"5",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"R3","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"5937","GB",1809,"5",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"Y47","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"5938","GB",1809,"5",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,7,0,1,0,0,0,0,0,"2018",0.125,0.00375,"Y1","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"5939","GB",1809,"5",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y27","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"5960","GB",1809,"4",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,"2018",0.5,0.02625,"W95","GB-1809-4","Slope",340,361,314,64.74,182,176,176,314,176
"5961","GB",1809,"4",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,4,0,0,2,0,0,0,0,"2018",0.333333333333333,0.025,"Y34","GB-1809-4","Slope",340,361,314,64.74,182,176,176,314,176
"6010","GB",1809,"7",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"W70","GB-1809-7","Cove",340,361,314,81.64,178,171,162,314,162
"6011","GB",1809,"7",179,NA,NA,"LUPARC",NA,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"W69","GB-1809-7","Cove",340,361,314,81.64,178,171,162,314,162
"6041","GB",1809,"6",179,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"2018",0,0,"Y89","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"6042","GB",1809,"6",179,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y19","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"6073","GB",1740,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"R27","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"6074","GB",1740,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"R5","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"6075","GB",1740,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y97","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"6076","GB",1740,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y12","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"6117","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y90","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6118","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y13","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6119","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y14","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6120","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"Y26","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6121","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y8","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6122","GB",1668,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"B1","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6134","GB",1668,"5",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"Y53","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6135","GB",1668,"5",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"W48","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6136","GB",1668,"5",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"B34","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6137","GB",1668,"5",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"W99","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6138","GB",1668,"5",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"B62","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6141","GB",1668,"2",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"B54","GB-1668-2","Ridge ",320,382,356,12.22,183,177,165,356,165
"6142","GB",1668,"2",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,2,0,0,0,0,"2018",0.5,0.0375,"W83","GB-1668-2","Ridge ",320,382,356,12.22,183,177,165,356,165
"6143","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"W41","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6144","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"Y8","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6145","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"W2","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6146","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B93","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6147","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"R31","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6148","GB",1740,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,10,0,0,0,0,0,0,0,"2018",0,0,"R57","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"6182","GB",1668,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"W8","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6183","GB",1668,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y32","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6184","GB",1668,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,10,0,0,0,0,0,0,0,"2018",0,0,"Y29","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6185","GB",1668,"3",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"R21","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6217","GB",1668,"4",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"B50","GB-1668-4","Slope",320,382,356,27.56,183,182,172,356,172
"6218","GB",1740,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y16","GB-1740-6","Slope",352,366,328,74.88,184,182,175,328,175
"6219","GB",1740,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"Y91","GB-1740-6","Slope",352,366,328,74.88,184,182,175,328,175
"6220","GB",1740,"6",183,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y54","GB-1740-6","Slope",352,366,328,74.88,184,182,175,328,175
"6276","PA",1570,"5",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y17","PA-1570-5","Slope",221,340,281,41.86,184,177,168,281,168
"6277","PA",1570,"5",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y13","PA-1570-5","Slope",221,340,281,41.86,184,177,168,281,168
"6278","PA",1570,"5",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"R17","PA-1570-5","Slope",221,340,281,41.86,184,177,168,281,168
"6279","PA",1570,"5",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0,"2018",0.5,0.015,"Y38","PA-1570-5","Slope",221,340,281,41.86,184,177,168,281,168
"6413","PA",1570,"4",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y22","PA-1570-4","Slope",221,340,281,66.04,181,173,165,281,165
"6471","PA",1490,"1",184,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"R45","PA-1490-1","Ridge",238,355,300,38.22,157,179,167,300,167
"6563","PA",1680,"5",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y65","PA-1680-5","Slope",194,292,247,60.06,170,197,174,247,174
"6564","PA",1680,"5",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B66","PA-1680-5","Slope",194,292,247,60.06,170,197,174,247,174
"6565","PA",1680,"5",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B3","PA-1680-5","Slope",194,292,247,60.06,170,197,174,247,174
"6606","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B69","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6607","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y71","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6608","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y74","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6609","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"R75","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6610","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,3,0,0,0,0,0,"2018",0.5,0.015,"Y89","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6611","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B90","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6612","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y68","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6613","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y63","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6614","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"R80","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6615","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B83","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6616","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"R74","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6617","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"R64","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6618","PA",1791,"4",185,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B73","PA-1791-4","Slope",177,193,155,95.68,180,188,169,155,169
"6645","PA",1901,"2",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"L1","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,146,181
"6646","PA",1901,"1",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B49","PA-1901-1","Ridge",163,185,146,99.84,178,184,173,146,173
"6647","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"L5","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6648","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"L2","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6649","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"L3","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6650","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,1,0,0,0,0,0,"2018",0.166666666666667,0.005,"L6","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6651","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"L7","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6652","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"L1","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6653","PA",1901,"3",186,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"L4","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,146,167
"6654","GB",1668,"5",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B62","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6655","GB",1668,"5",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"W48","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6656","GB",1668,"5",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"Y53","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6657","GB",1668,"5",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,10,0,0,0,0,0,0,0,"2018",0,0,"W99","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6658","GB",1668,"5",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"B34","GB-1668-5","Slope",320,382,356,34.06,182,178,169,356,169
"6711","GB",1668,"2",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B54","GB-1668-2","Ridge ",320,382,356,12.22,183,177,165,356,165
"6712","GB",1668,"2",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,1,1,0,0,0,0,"2018",0.4,0.021,"W83","GB-1668-2","Ridge ",320,382,356,12.22,183,177,165,356,165
"6718","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B40","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6719","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"R34","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6720","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"B99","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6721","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"Y98","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6722","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"Y12","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6723","GB",1668,"9",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B34","GB-1668-9","Cove",320,382,356,68.12,190,186,184,356,184
"6724","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y8","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6725","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"Y13","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6726","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y14","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6727","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y26","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6728","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"B1","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6729","GB",1668,"6",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,0,0,0,0,0,"2018",0,0,"Y90","GB-1668-6","Slope",320,382,356,20.28,184,181,170,356,170
"6739","GB",1668,"8",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"R9","GB-1668-8","Cove",320,382,356,59.54,190,188,183,356,183
"6740","GB",1668,"8",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B32","GB-1668-8","Cove",320,382,356,59.54,190,188,183,356,183
"6741","GB",1668,"8",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"B28","GB-1668-8","Cove",320,382,356,59.54,190,188,183,356,183
"6742","GB",1668,"8",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"Y35","GB-1668-8","Cove",320,382,356,59.54,190,188,183,356,183
"6743","GB",1668,"8",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,"2018",0,0,"R77","GB-1668-8","Cove",320,382,356,59.54,190,188,183,356,183
"6754","GB",1668,"3",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y32","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6755","GB",1668,"3",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"R21","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6756","GB",1668,"3",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"2018",0.666666666666667,0.183333333333333,"B35","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6757","GB",1668,"3",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"W8","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6758","GB",1668,"3",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,"2018",0,0,"Y29","GB-1668-3","Ridge ",320,382,356,28.6,181,174,165,356,165
"6759","GB",1668,"4",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"Y87","GB-1668-4","Slope",320,382,356,27.56,183,182,172,356,172
"6760","GB",1668,"4",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"B52","GB-1668-4","Slope",320,382,356,27.56,183,182,172,356,172
"6761","GB",1668,"4",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,1,0,0,0,0,0,"2018",0.2,0.006,"R21","GB-1668-4","Slope",320,382,356,27.56,183,182,172,356,172
"6762","GB",1668,"4",190,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"B50","GB-1668-4","Slope",320,382,356,27.56,183,182,172,356,172
"6799","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,1,0,0,0,0,0,0,"2018",0.125,0.000625,"B96","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6800","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,1,0,0,0,0,0,0,"2018",0.111111111111111,0.000555555555555556,"B27","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6801","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,22,0,0,0,0,0,0,0,"2018",0,0,"B1","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6802","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"W92","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6803","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,0,"2018",0,0,"R1","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6804","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,14,0,1,1,0,0,0,0,"2018",0.125,0.0065625,"R39","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6805","GB",1740,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"Y2","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"6806","GB",1809,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,24,0,3,1,1,0,0,0,"2018",0.172413793103448,0.0117241379310345,"R49","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"6807","GB",1809,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,7,1,0,0,0,0,0,0,"2018",0.125,0.000625,"Y47","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"6808","GB",1809,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,12,0,2,0,0,0,0,0,"2018",0.142857142857143,0.00428571428571429,"Y1","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"6809","GB",1809,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,1,0,0,0,0,0,"2018",0.166666666666667,0.005,"R3","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"6810","GB",1809,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"Y27","GB-1809-5","Slope",340,361,314,23.92,183,181,161,314,161
"6853","GB",1809,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"Y84","GB-1809-7","Cove",340,361,314,81.64,178,171,162,314,162
"6854","GB",1809,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,1,0,0,0,0,0,"2018",0.25,0.0075,"W70","GB-1809-7","Cove",340,361,314,81.64,178,171,162,314,162
"6855","GB",1809,"7",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"W69","GB-1809-7","Cove",340,361,314,81.64,178,171,162,314,162
"6856","GB",1740,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,"2018",0,0,"B2","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"6857","GB",1740,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"R58","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"6858","GB",1740,"5",191,NA,NA,"LUPARC",NA,0,0,NA,NA,NA,NA,4,0,0,0,0,0,0,0,"2018",0,0,"B59","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
